id,age,gender,ethnicity,education,politics,c19vax_opinion,employment,politic_affil,vax_attitude,time_text,text,consp01,familiar_consp01,distr04,familiar_distr04,unwar03,familiar_unwar03,world02,familiar_world02,relig04,familiar_relig04,moral01,familiar_moral01,fears06,familiar_fears06,disto04,familiar_disto04,selfi05,familiar_selfi05,epist01,familiar_epist01,react04,familiar_react04,cmq01,cmq04,cmq05,yts_6,yts_7,yts_8,pseudo_1,pseudo_4,pseudo_6,populist_1,populist_2,populist_3,religion_2,religion_4,religion_5,MA1R,MA3,MA4R,GMA_5,GMA_6,GMA_8,risk_covid_1,risk_flu_1,risk_vax_covid_1,risk_vax_flu_1,self_1,self_5,self_6,ebs_pol_1,ebs_pol_2,ebs_pol_4,reactance_2,reactance_4,reactance_5,positive_comment,politic_affil_recode,spans,n_consp,n_distr,n_unwar,n_relig,n_moral,n_fears,n_disto,n_selfi,n_epist,n_react,n_world,n_spans,root_total,is_consp,is_distr,is_unwar,is_relig,is_moral,is_fears,is_disto,is_selfi,is_epist,is_react,is_world,lca_class
339,24,2,6,5,8,Against (I feel negatively about the vaccines),Full-Time,Democrat,2,242.288,"I feel a bit negative about vaccinations because for example the COVID vaccinations were developed too quickly for my liking. Vaccines take a lot more time and trial/error to develop. I just feel there wasnâ€™t enough testing done to see if this vaccine would actually do more good than harm. This vaccine caused many side effects and deaths meaning again like I said there wasnâ€™t enough testing and time put into this vaccine before it was let out to public. 

",7,0,6,0,6,0,6,0,5,0,5,0,5,0,5,0,3,0,3,0,6,0,11,9,11,3,3,4,3,4,5,4,5,4,4,3,3,4,1,3,2,3,3,100,100,100,80,7,5,6,1,1,1,1,2,4,0,Democrat,"[""there wasn't enough testing and time put into this vaccine before it was let out to public."", 'the COVID vaccinations were developed too quickly', ""there wasn't enough testing done to see if this vaccine would actually do more good than harm."", 'Vaccines take a lot more time and trial/error to develop.', 'This vaccine caused many side effects and deaths']",0,4,0,0,0,1,0,0,0,0,0,5,2,0,1,0,0,0,1,0,0,0,0,0,3
340,49,2,1,2,5,Against (I feel negatively about the vaccines),Full-Time,Independent,4,1017.151,"I feel very neutral about vaccines on the hand I think they are necessary for a variety of reasons. But on the other, I feel that there is a lot of unnecessary vaccination going on that isn't truly necessary. For instance, over-vaccinating children or too many vaccines at once at too young of an age. Also over-vaccinating adults with the vaccines they might not need as well. And I think a lot of this over-vaccination comes from the monetary gain of it all which I'm not fond of. But then again I still believe we should be given the choice because sometimes just the idea of getting a vaccination for some even if it's not medically necessary does help ease their mind and calm potential anxiety associated with ever they were getting vaccinated from. So I feel it is good and not so good in vaccination but I still, believe it should be an option for all. I feel that everything including vaccines will always have a good component and a bad component and there is no getting out of that.",7,1,7,1,4,1,7,1,4,0,6,0,4,0,4,1,7,1,4,0,7,1,11,11,11,3,3,3,5,3,3,3,3,3,5,3,4,2,3,2,5,4,3,50,50,50,50,6,4,4,3,3,3,3,3,5,0,Other,"[""there is a lot of unnecessary vaccination going on that isn't truly necessary."", 'over-vaccinating children or too many vaccines at once at too young of an age.', 'over-vaccinating adults with the vaccines they might not need as well.', 'a lot of this over-vaccination comes from the monetary gain of it all']",0,1,2,0,0,0,2,0,0,0,0,4,3,0,1,1,0,0,0,1,0,0,0,0,1
341,41,2,1,4,11,Against (I feel negatively about the vaccines),Full-Time,Republican,1,101.223,"I do not agree at all with the vaccine bc its a free country number 1, and them making people get these vaccines is so wrong. And number 2, these shots havent been out long enough to know how they will effect others. Im scared of it and im not gonna take it",3,0,1,0,4,0,4,0,4,0,4,1,4,0,4,0,4,0,4,0,7,0,6,5,5,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,25,50,6,28,4,4,4,3,3,3,3,3,4,0,Republican,"['its a free country number 1, and them making people get these vaccines is so wrong.', 'these shots havent been out long enough to know how they will effect others.', 'Im scared of it']",0,1,0,0,0,1,0,0,0,1,1,3,4,0,1,0,0,0,1,0,0,0,1,1,2
342,34,2,1,5,8,Against (I feel negatively about the vaccines),Full-Time,Democrat,2,63.518,I feel vaccines are highly ineffective.  This opinion is steam from the fact that my Doctor Who has been studying vaccines for 15+ years says theyâ€™re in effective. There is also no long-term side effects studied especially with the COVID-19 vaccine.,3,0,4,0,6,1,6,1,2,0,5,0,5,0,3,1,2,1,6,0,5,0,10,8,10,2,2,2,5,5,5,5,4,5,1,1,1,3,3,3,2,2,2,57,65,79,64,7,6,6,4,4,4,1,1,3,0,Democrat,"[""my Doctor Who has been studying vaccines for 15+ years says they're in effective."", 'vaccines are highly ineffective.', 'There is also no long-term side effects studied especially with the COVID-19 vaccine.']",0,2,0,0,0,0,0,0,1,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,3
343,50,2,156,2,6,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Independent,1,70.696,because i have a long medical background and understand why it takes years to develop a vaccine.,7,1,7,1,7,1,7,1,4,0,1,1,7,1,7,1,7,1,5,1,7,1,10,7,10,3,5,2,3,5,5,5,5,5,5,5,5,3,2,1,5,1,3,2,3,100,74,4,4,5,4,4,1,3,4,4,0,Other,['i have a long medical background and understand why it takes years to develop a vaccine.'],0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,3
344,26,1,13,4,6,Against (I feel negatively about the vaccines),Part-Time,Independent,4,649.231,"It depends what the vaccine is for. If the vaccine is for something like Polio with a high mortality rate, then I think anyone with a brain would be convinced that Polio vaccines are necessary. We can look at the COVID vaccines that were forced upon populations. Hardly any deaths from ages 0-35. Majority of the deaths were the elderly and those with comorbidities that were unhealthy individuals to begin with. I'm all for vaccines if you personally need one. Either you are free to make your decision about whether or not to vaccinate, or the facade of freedom is imaginary. Those that choose to not take the vaccine that are knowingly high risk will likely pass, and those that survive will pass on their genes. Perhaps the conversation shouldn't be pointed at those that refuse vaccinations, but how the scientific community can communicate clearly with how science works. ""Trust the science"" is a phrase that has been uttered countless times throughout the pandemic. Science isn't meant to be trusted, but tested time and time again to verify results/outcomes. Perhaps it is the scientific community and media that have done a poor job belittling those that refuse vaccinations, and causing them to double-down on something that could be life altering.",4,0,6,0,2,0,5,0,1,0,2,0,2,0,2,0,3,0,3,0,6,0,8,4,7,2,4,4,2,4,2,5,4,2,1,1,1,4,1,3,2,2,3,33,39,38,22,5,3,6,4,4,2,2,4,4,0,Other,"[""Hardly any deaths from ages 0-35. Majority of the deaths were the elderly and those with comorbidities that were unhealthy individuals to begin with. I'm all for vaccines if you personally need one."", 'Either you are free to make your decision about whether or not to vaccinate, or the facade of freedom is imaginary.', 'how the scientific community can communicate clearly with how science works.', ""Science isn't meant to be trusted, but tested time and time again to verify results/outcomes."", 'the scientific community and media that have done a poor job belittling those that refuse vaccinations,', 'the COVID vaccines that were forced upon populations.']",0,2,0,0,0,0,1,0,0,3,1,6,4,0,1,0,0,0,0,1,0,0,1,1,2
345,30,2,1,5,9,Against (I feel negatively about the vaccines),Full-Time,Republican,3,198.791,"Iâ€™m slightly hesitant when it comes to vaccinations because I am careful on what I put into my body. I am healthy and have a good immune system. I prefer to build natural immunity. I am s
also concerns about the affects of vaccination on my body. A family member of mine has autism and we are not sure why he developed autism. I would want to make sure that the vaccine has been tested a lot before injecting it into my body.",6,1,6,1,6,1,3,0,2,0,3,0,5,1,5,1,6,1,5,0,6,1,9,8,9,2,2,4,2,4,2,4,2,3,4,5,4,2,3,2,4,3,4,14,16,45,21,6,5,6,1,2,2,1,2,2,0,Republican,"['I am careful on what I put into my body.', 'I am healthy and have a good immune system.', 'I prefer to build natural immunity.', 'I am s\nalso concerns about the affects of vaccination on my body.', 'A family member of mine has autism and we are not sure why he developed autism.', 'I would want to make sure that the vaccine has been tested a lot before injecting it into my body.']",0,1,2,0,0,2,1,0,0,0,0,6,4,0,1,1,0,0,1,1,0,0,0,0,1
346,21,2,1,3,6,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,1,257.016,"To start, why are they imposing vaccines upon anyone let alone the youth and the people who have gotten covid and survived (most people)? The definition of herd immunity has been changed to be just a vaccinated population when really it is people with natural immunity against the virus that is the safest. 
You're telling me all of a sudden that America cares about its' older population so much that the flu with a 99.7% survival rate shut down all of our lives for two years for the benefit of our elders? 
There is definitely more behind this and anyone that doesn't think so hasn't given it the time of day yet. Besides the ""conspiracy"" parts of it, this isn't a traditional vaccine with a small part of the dead virus in the injection, this is a mRna vaccine that is extremely new and shouldn't be forced onto people with threats of losing their jobs, lives, or livelihood.",7,1,4,0,5,1,6,0,2,0,4,0,3,1,7,0,4,0,4,1,6,1,9,7,6,3,4,4,4,3,3,4,4,4,3,2,2,3,3,3,4,3,2,8,9,95,10,5,5,5,4,4,4,4,4,4,0,Republican,"[""shouldn't be forced onto people with threats of losing their jobs, lives, or livelihood."", ""this isn't a traditional vaccine with a small part of the dead virus in the injection, this is a mRna vaccine that is extremely new"", ""There is definitely more behind this and anyone that doesn't think so hasn't given it the time of day yet."", 'The definition of herd immunity has been changed to be just a vaccinated population', 'it is people with natural immunity against the virus that is the safest.', 'why are they imposing vaccines upon anyone let alone the youth and the people who have gotten covid and survived (most people)?', ""You're telling me all of a sudden that America cares about its' older population so much that the flu with a 99.7% survival rate shut down all of our lives for two years for the benefit of our elders?""]",1,3,1,0,0,0,2,0,0,2,0,7,5,1,1,1,0,0,0,1,0,0,1,0,1
347,22,1,13,3,8,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,6,135.06,"Although not to be blindly trusted, vaccinations are a great technological development and have saved countless lives. Vaccines that have been thoroughly tested and proven to be effective and save, unlike the covid vaccine was when it was forced on people, should be trusted and utilized.",6,0,4,0,4,0,5,0,2,0,2,0,3,0,3,0,6,0,4,0,5,0,8,5,7,2,2,4,2,2,1,5,4,4,5,5,3,3,3,1,2,1,2,15,16,30,10,5,5,6,2,1,1,2,3,2,0,Republican,"['Vaccines that have been thoroughly tested and proven to be effective and save, unlike the covid vaccine was when it was forced on people,']",0,1,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,0,2
348,21,2,1,4,6,Against (I feel negatively about the vaccines),Part-Time,Republican,5,396.84,Vaccination in general I feel highly positive about.it prevents the contraction and spread of severe and life threatening illnesses. I believe everyone should be vaccinated to protect themselves and others. I do not approve of the recent push on individuals to receive the Covid vaccine. It has not been around long enough for it to be approved as a safe and effective one. Especially considering that they can't even come up with a flu vaccine that works and that has been around for years and years.,7,0,3,0,3,0,7,0,2,0,2,0,2,0,2,0,2,0,5,0,7,0,11,9,11,2,3,4,3,3,2,5,5,5,5,5,5,4,1,4,5,1,3,40,30,90,40,5,6,7,4,5,4,2,4,5,0,Republican,"['I do not approve of the recent push on individuals to receive the Covid vaccine.', 'It has not been around long enough for it to be approved as a safe and effective one.', ""they can't even come up with a flu vaccine that works and that has been around for years and years.""]",0,2,0,0,0,0,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,1,0,2
349,49,2,1,5,7,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Independent,1,245.768,"For the record, I'm not against all vaccinations. I'm only against the Covid-19 vaccination. The fact that it is a non-proven type of MRNA vaccine that has never passed human testing but was rushed through the vetting process and forced on the people is extremely dangerous. Covid itself is not that life-threatening for the majority of the population. Cancer and heart disease still beats it for overall deaths, yet we aren't shutting down the world and forcing vaccinations on people for those diseases. I believe the MRNA is much more dangerous to our health than Covid.",7,1,7,0,7,1,7,0,4,1,4,0,6,1,7,1,6,0,4,0,7,1,8,6,7,1,1,1,5,4,5,5,5,4,5,5,5,4,2,3,1,1,1,11,10,100,69,5,2,5,5,5,4,1,5,4,0,Other,"['the MRNA is much more dangerous to our health than Covid.', ""Cancer and heart disease still beats it for overall deaths, yet we aren't shutting down the world and forcing vaccinations on people for those diseases."", 'forced on the people', 'was rushed through the vetting process', 'The fact that it is a non-proven type of MRNA vaccine that has never passed human testing', 'Covid itself is not that life-threatening for the majority of the population.']",0,2,0,0,0,0,3,0,0,2,0,6,3,0,1,0,0,0,0,1,0,0,1,0,2
350,25,2,1,3,6,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",NA,2,108.286,"I feel negative about vaccination because of lack of information. I feel as though certain side effects and issues are hidden from public knowledge in regards to most vaccines. Informed consent isnâ€™t in play with vaccinations, in my opinion.",6,0,5,0,6,1,7,0,5,0,5,0,5,1,5,1,6,0,6,0,6,0,10,9,9,2,2,2,4,3,3,5,5,4,5,4,5,3,3,3,4,2,2,26,27,82,66,5,4,5,4,3,4,2,3,4,0,Other,"['I feel negative about vaccination because of lack of information.', 'certain side effects and issues are hidden from public knowledge in regards to most vaccines.', ""Informed consent isn't in play with vaccinations,""]",0,2,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,0,0,3
351,19,2,1,3,11,Against (I feel negatively about the vaccines),Full-Time,Republican,2,153.087,"When the first vaccines were available, I was considered a 'child' because I was 17 years old. This made my doctor want me to get it because he thought I would be at risk. I ended up getting the vaccine and it made me very very sick. It negatively affected various parts of my health. Since then, I have been able to receive booster shots but I've chosen not to because I do not believe that it will be of any benefit to me.",6,0,6,0,5,0,6,0,4,0,7,0,5,0,6,0,6,0,6,0,6,0,9,8,8,4,4,4,4,2,2,5,5,5,5,5,5,3,3,3,1,1,1,60,60,85,20,5,3,6,5,5,5,4,4,4,0,Republican,"['I ended up getting the vaccine and it made me very very sick.', 'It negatively affected various parts of my health.', 'I do not believe that it will be of any benefit to me.']",0,0,0,0,0,2,1,0,1,0,0,3,3,0,0,0,0,0,1,1,0,1,0,0,1
352,28,2,1,5,11,Against (I feel negatively about the vaccines),Full-Time,Republican,1,816.9,"I have many reasons for feeling strongly negative about vaccination. My main reasons for feeling strongly are 1). a lack of training or understanding for doctors. 2). the disregard of reactions/adverse effects. 3). the over-reliance on vaccines (rather than taking common sense precautions). 4). the mandating of vaccines with little space for discussion, or room for disagreement. 5). the inability to take legal action against vaccine manufacturers for negligent research practices. 

1). The training and research that doctors receive in medical school is almost all paid for by vaccine manufacturers. Besides a select few, who specialize in vaccines, most doctors do not receive more than a few weeks of learning at most. This is not enough time to fully understand vaccines and the possible negative reactions to them. 
2). It is estimated that only 10% of adverse vaccine reactions are ever reported to VAERS (Vaccine Adverse Event Reporting System). Even those 10% are often ignored by doctors and those who favor vaccines. 
3). As vaccines have become more common, families have stopped taking responsibility for common sense health practices. Many parents assume that if their child is vaccinated, they no longer need to worry about diseases. This can lead to reckless behavior with sick children, and parents blaming each other for the spread of illnesses. 
4). School and public place vaccine mandates do not always accommodate those with a medical, religious, or philosophical exemption to vaccines. This unnecessarily excludes members of our society. 
5). Because vaccine manufacturers cannot be sued for adverse reactions, they no longer have the motivation to practice safe and responsible research. 

This issue is complicated, and all of the information/reasons cannot be summed up in one written area. These 5 reasons are an overview of my top 5 reasons for feeling negative about vaccination.",7,1,6,1,6,1,3,0,2,1,1,1,7,1,5,1,6,0,2,0,6,1,11,10,9,2,2,3,4,3,3,5,5,4,5,5,5,3,2,2,4,1,1,20,5,80,70,3,3,6,1,2,1,2,3,4,0,Republican,"['School and public place vaccine mandates do not always accommodate those with a medical, religious, or philosophical exemption to vaccines. This unnecessarily excludes members of our society.', 'Many parents assume that if their child is vaccinated, they no longer need to worry about diseases. This can lead to reckless behavior with sick children, and parents blaming each other for the spread of illnesses.', 'As vaccines have become more common, families have stopped taking responsibility for common sense health practices.', 'It is estimated that only 10% of adverse vaccine reactions are ever reported to VAERS (Vaccine Adverse Event Reporting System). Even those 10% are often ignored by doctors and those who favor vaccines.', 'Because vaccine manufacturers cannot be sued for adverse reactions, they no longer have the motivation to practice safe and responsible research.', 'The training and research that doctors receive in medical school is almost all paid for by vaccine manufacturers.', 'the inability to take legal action against vaccine manufacturers for negligent research practices.', 'the over-reliance on vaccines (rather than taking common sense precautions).', 'the disregard of reactions/adverse effects.', 'a lack of training or understanding for doctors.', 'Besides a select few, who specialize in vaccines, most doctors do not receive more than a few weeks of learning at most. This is not enough time to fully understand vaccines and the possible negative reactions to them.', 'the mandating of vaccines with little space for discussion, or room for disagreement.']",0,8,2,1,2,1,1,0,0,2,0,12,7,0,1,1,1,1,1,1,0,0,1,0,1
353,26,2,1,4,5,Against (I feel negatively about the vaccines),Full-Time,Independent,3,194.086,"As I have gotten older, I am a lot more conscious about what I am putting into my body. I am more skeptical of newer vaccines such as the Covid vaccine. It is hard for me to fathom putting that into my body with how quickly it was created. I had Covid back in 2020 and still have symptoms from it (parosmia, distorted taste and smell). I am in a parosmia support group and have seen many people complain about the vaccine making their symptoms worse that haven't gone away.",6,1,6,1,6,1,4,0,2,1,3,1,5,1,4,1,5,0,5,0,4,1,11,7,10,2,2,3,3,3,2,5,4,2,5,3,4,3,3,2,3,5,1,60,50,90,30,3,3,4,3,3,2,1,3,4,0,Other,"['I am a lot more conscious about what I am putting into my body.', 'It is hard for me to fathom putting that into my body with how quickly it was created.', ""I am in a parosmia support group and have seen many people complain about the vaccine making their symptoms worse that haven't gone away.""]",0,1,1,0,0,1,0,0,0,0,0,3,3,0,1,1,0,0,1,0,0,0,0,0,3
354,24,2,1,2,7,Against (I feel negatively about the vaccines),Part-Time,Republican,1,185.655,I feel very negatively about vaccination because most donâ€™t have enough studies behind them to tell you how positively and especially how negatively they can affect you. I am completely against the Covid vaccine. There is very obviously a high risk of negative side effects and I personally know many people who have dealt with this side effects. My own parts are fully vaccinated and my father ended up on a ventilator in the hospital. I believe it was something they quickly just rolled out to help ease peopleâ€™s minds instead of doing the full research needed.,6,0,6,0,5,0,2,0,2,0,4,0,6,0,5,0,6,0,4,0,6,0,8,9,10,2,2,2,3,5,4,4,3,4,5,3,5,3,3,2,4,1,2,21,20,74,60,2,2,4,2,2,4,2,4,5,0,Republican,"[""most don't have enough studies behind them to tell you how positively and especially how negatively they can affect you."", 'There is very obviously a high risk of negative side effects', 'I personally know many people who have dealt with this side effects.', 'My own parts are fully vaccinated and my father ended up on a ventilator in the hospital.', ""it was something they quickly just rolled out to help ease people's minds instead of doing the full research needed.""]",0,2,0,0,0,3,0,0,2,0,0,5,3,0,1,0,0,0,1,0,0,1,0,0,3
355,27,2,1,5,9,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Republican,1,254.928,"There was not enough time for trials. Also, Pfizer and other companies has stated that the vaccines do not prevent getting the virus. Over time one could see in the media how the effectiveness ranking went lower and lower. There are also many people in my close circle who experienced bodily changes that werenâ€™t normal after taking the vaccine. Mostly affecting women and their reproductive system.",6,1,7,0,5,0,6,0,2,1,3,0,4,0,6,0,6,0,6,0,7,1,11,11,11,4,2,4,4,4,4,3,3,4,5,2,3,3,3,2,4,4,1,18,30,89,49,6,6,6,5,4,4,1,3,4,0,Republican,"['There was not enough time for trials.', 'Pfizer and other companies has stated that the vaccines do not prevent getting the virus.', 'Over time one could see in the media how the effectiveness ranking went lower and lower.', ""There are also many people in my close circle who experienced bodily changes that weren't normal after taking the vaccine. Mostly affecting women and their reproductive system.""]",0,2,0,0,0,1,0,0,2,0,0,4,3,0,1,0,0,0,1,0,0,1,0,0,3
356,20,2,2,3,6,Against (I feel negatively about the vaccines),Part-Time,NA,4,187.573,"I am neutral to vaccines because there are a lot of controversy surrounding them. I believe the public is not educated properly about vaccines which leads to the beliefs of autism being linked to vaccines. Personally, I believe the medical distrust many people feel makes vaccines a very questionable topic. I do not know whether to believe if they are safe or unsafe. I have received the suggested vaccines, but I think educating myself and researching things for myself will allow me to pick a side on vaccines.",5,1,7,0,5,1,4,0,1,1,4,0,4,1,4,1,6,0,2,0,3,0,11,11,11,2,4,5,4,4,4,5,5,5,4,1,1,3,1,4,5,1,3,8,21,73,30,7,5,7,5,5,1,1,5,5,0,Other,['I do not know whether to believe if they are safe or unsafe.'],0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
357,22,1,1,3,7,Against (I feel negatively about the vaccines),Full-Time,Independent,5,181.02,"I've had quite a few contacts suffer heart attacks and strokes shortly after receiving the vaccination from the age of 30 all the way to 60, I don't know if it's correctly correlated however I know this vaccination is radically different from vaccinations of the past so I still have a decent belief in vaccination technology overall.",5,0,7,0,6,0,6,0,3,0,1,0,3,0,2,0,6,0,2,0,3,0,9,5,7,2,4,4,4,4,2,5,5,4,5,4,4,4,2,3,5,3,2,54,65,65,46,7,6,6,5,4,5,2,4,4,0,Other,"[""I've had quite a few contacts suffer heart attacks and strokes shortly after receiving the vaccination from the age of 30 all the way to 60,""]",0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,3
358,29,2,1,2,5,Against (I feel negatively about the vaccines),Part-Time,NA,3,128.203,"I feel a little off about vaccinations because, studies have shown links to autism, negative effects such as bad reactions, bodily rejection and overall have not been studied long enough for me to completely trust in it.",4,0,6,0,6,0,5,0,3,0,4,0,3,0,4,0,5,0,4,0,6,0,8,6,10,3,3,3,3,3,4,5,5,5,5,4,5,3,2,3,3,2,1,82,100,100,50,4,2,3,3,5,4,3,4,5,0,Other,"['studies have shown links to autism,', 'negative effects such as bad reactions, bodily rejection and overall have not been studied long enough for me to completely trust in it.']",0,1,1,0,0,1,0,0,0,0,0,2,3,0,1,1,0,0,1,0,0,0,0,0,3
359,23,2,2,3,6,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",NA,1,101.352,I donâ€™t trust the vaccinations because they were made too fast and wasnâ€™t approved by the center control of diseases. Later they did but I still donâ€™t trust it,4,0,3,0,4,0,6,0,4,0,4,0,2,0,5,0,4,0,5,0,2,0,11,8,6,2,4,5,4,4,2,3,4,4,4,3,4,4,2,3,3,2,4,89,78,81,3,6,4,6,2,2,4,4,4,2,0,Other,"[""they were made too fast and wasn't approved by the center control of diseases.""]",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
360,31,2,1,2,5,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Democrat,1,273.937,"OK so, when the pandemic hit (and ill speak for myself) I was very anxious and scared for the future for the present. We all thought that the ""vaccine"" would help, prevent it, or make us immune to it. I was all for it, I didn't even inform myself as much as I should have, even though I did. Soon we all found out you would still get it even if vaccined, which I should have known. Its just everything seems to have happened so fast and urgent for an escape i thought would be the vaccine so i did 2. I started hearing it was causing other health problems which again, all vaccines im sure have side effects and nobody is gonna read, we just signed and put our arms out for the nurses. I dont know if I would get it again if i would go back, probably will haha because what if.",6,0,4,0,6,0,4,0,6,0,5,0,5,1,5,0,4,0,4,0,5,0,11,10,10,3,3,3,5,5,4,5,5,5,5,3,5,4,2,3,1,1,2,49,51,50,51,6,5,4,4,2,3,3,5,2,0,Democrat,"['you would still get it even if vaccined,', 'it was causing other health problems']",0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,3
361,30,2,1,5,9,Against (I feel negatively about the vaccines),"Not in paid work (e.g. homemaker', 'retired or disabled)",Other,3,179.488,"I think vaccinations are important. Especially to protect against polio, measles, etc. However, I do not like how many vaccinations are required for very small children. I want my children to get some vaccines at a slower rate. I am a stay at home mom and they are not exposed like children in a daycare are, so I don't like following the regulated schedule. With the Covid-19 response, and the government pushing the vaccine, I have lost some trust in the CDC and I'd rather talk with my kids' doctor for his recommendations - not a corrupt government entity",5,1,6,0,4,0,2,0,1,0,4,0,3,0,4,0,4,0,3,0,7,1,8,7,9,1,1,3,1,1,1,5,4,2,5,5,5,1,3,1,4,1,1,10,5,51,30,2,1,5,1,2,1,1,2,2,0,Other,"['I do not like how many vaccinations are required for very small children.', ""I am a stay at home mom and they are not exposed like children in a daycare are, so I don't like following the regulated schedule."", 'With the Covid-19 response, and the government pushing the vaccine, I have lost some trust in the CDC', ""I'd rather talk with my kids' doctor for his recommendations - not a corrupt government entity""]",0,2,1,0,0,0,0,1,0,1,0,4,4,0,1,1,0,0,0,0,1,0,1,0,2
362,20,2,1,2,4,Against (I feel negatively about the vaccines),Unemployed (and job seeking),Independent,3,482.66,"While I do support some vaccines and have even received some when I was young, I do not fully support vaccines for everyday illnesses like the flu. I think I have a fairly strong immune system as I rarely get sick, which is evidence to me that many vaccines are unnecessary to stay healthy. I think vaccines have been encouraged and normalized far past the point that they need to be. While it may seem I am subscribing to a ridiculous conspiracy theory, I don't trust what chemicals may be in these vaccines. I would much rather get the flu and build my immunity naturally.",5,1,7,1,6,0,4,0,4,1,6,0,5,1,4,0,6,0,3,1,6,1,11,9,10,2,3,3,4,3,3,5,5,2,5,2,4,4,2,4,4,3,1,61,21,59,40,4,5,5,4,4,3,2,3,3,0,Other,"['vaccines have been encouraged and normalized far past the point that they need to be.', 'I would much rather get the flu and build my immunity naturally.', ""I don't trust what chemicals may be in these vaccines."", 'I do not fully support vaccines for everyday illnesses like the flu.', 'I have a fairly strong immune system as I rarely get sick, which is evidence to me that many vaccines are unnecessary to stay healthy.']",0,0,1,0,0,0,4,0,1,0,0,5,3,0,0,1,0,0,0,1,0,1,0,0,1
363,34,2,1,4,5,Against (I feel negatively about the vaccines),Full-Time,Republican,4,373.17,"I think there are both positives and negatives to vaccination.  I feel positive and am in favor of most childhood vaccinations. Most of these have been around for a long time and eradicate the possibility of debilitating diseases. I feel more negatively about some of the vaccines that have been created recently. This not only includes the COVID vaccines and boosters but also the chicken pox vaccine. I think having chicken pox is one of the ways that our immune systems become stronger and having chicken pox, while unpleasant, is not life-threatening.  I have a negative view toward the COVID vaccines because while COVID can be life-threatening for some, it is no more than a cold for others; however, the possible side effects from these vaccines can also be deadly.  Some of these side effects appear more frequently in certain groups of people and each vaccine comes with its own inherent risk. With any vaccine, it is necessary for each person to consider the risks versus benefits when deciding what, if any, vaccines are right for them given their own health circumstances.",5,1,2,0,4,1,5,0,1,0,1,0,3,1,3,1,6,0,2,0,4,1,9,6,7,2,2,3,3,3,4,5,4,3,5,2,3,4,2,3,3,4,2,40,30,71,19,5,4,5,3,3,2,2,3,2,0,Republican,"['having chicken pox, while unpleasant, is not life-threatening.', 'while COVID can be life-threatening for some, it is no more than a cold for others;', 'Some of these side effects appear more frequently in certain groups of people and each vaccine comes with its own inherent risk.', 'With any vaccine, it is necessary for each person to consider the risks versus benefits when deciding what, if any, vaccines are right for them given their own health circumstances.', 'the possible side effects from these vaccines can also be deadly.', 'I think having chicken pox is one of the ways that our immune systems become stronger']",0,0,0,0,0,2,3,0,1,0,0,6,3,0,0,0,0,0,1,1,0,1,0,0,1
364,21,2,1,1,6,Against (I feel negatively about the vaccines),Full-Time,NA,4,134.901,"i donâ€™t believe that vaccinations are good or bad. i was always vaccinated as a kid for multiple different things and there was never an issue with it. i heard some people say that vaccinations are the reason their kids get sick, or in worst cases die, but i donâ€™t believe that. the covid vaccine is one that i am against, because i saw what it did to people and i know a few people close to me that still got covid after being vaccinated, and they got the worst possible case of covid. vaccines either work or they donâ€™t, it just depends on the person and the vaccine.",6,0,5,0,5,0,5,0,2,0,4,0,4,0,4,0,4,0,5,0,4,0,7,8,8,4,4,5,4,4,3,4,3,3,2,1,1,3,3,2,4,1,2,62,45,88,54,2,2,6,4,4,3,3,4,4,0,Other,"['i know a few people close to me that still got covid after being vaccinated, and they got the worst possible case of covid.', ""vaccines either work or they don't, it just depends on the person and the vaccine.""]",0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,3
